phc_id,state,district,subdistrict,name,latitude,longitude,is_active,beds,doctors,nurses
PHCR000001,A & N Islands,Nicobar,Great Nicobar (Campbell Bay),PHC Campbell Bay,6.98522,93.84627,False,,,
PHCR000002,A & N Islands,Nicobar,Great Nicobar (Campbell Bay),PHC Gandhinagar,6.98523,93.84628,False,,,
PHCR000003,A & N Islands,Nicobar,Nancowry,PHC Katchal,7.92438,93.40207,False,,,
PHCR000004,A & N Islands,Nicobar,Nancowry,PHC Teressa,7.96108,93.55889,False,,,
PHCR000005,A & N Islands,South Andaman,Little Andaman,PHC R K Pur,10.70112,92.47363,False,,,
PHCR000006,A & N Islands,South Andaman,Little Andaman,PHC Hut Bay,10.70116,92.47367,False,,,
PHCR000007,A & N Islands,South Andaman,Ferrargunj,PHC Manglutan,11.60279,92.66471,False,,,
PHCR000008,A & N Islands,South Andaman,Ferrargunj,PHC Chouldari,11.60279,92.66471,False,,,
PHCR000009,A & N Islands,South Andaman,Ferrargunj,PHC Tushnabad,11.60281,92.66473,False,,,
PHCR000010,A & N Islands,South Andaman,Port Blair,PHC Neil Island,11.62719,92.70317,False,,,
PHCR000011,A & N Islands,South Andaman,Port Blair,UHC Shadipur,11.6589225,92.7474876,False,,,
PHCR000012,A & N Islands,South Andaman,Port Blair,UHC Junglighat,11.661875,92.730446,False,,,
PHCR000013,A & N Islands,South Andaman,Port Blair,UHC Delanipur,11.678023,92.72151,False,,,
PHCR000014,A & N Islands,South Andaman,Port Blair,UHC Haddo,11.678023,92.72151,False,,,
PHCR000015,A & N Islands,South Andaman,Ferrargunj,PHC Wimberlygunj,11.73032,92.65005,False,,,
PHCR000016,A & N Islands,South Andaman,Port Blair,PHC Havelock,11.9968,92.99096,False,,,
PHCR000017,A & N Islands,South Andaman,Ferrargunj,PHC Ferrargunj,12.00999,92.6301,False,,,
PHCR000018,A & N Islands,North and Middle Andaman,Mayabunder,PHC Billiground,12.628,92.82398,False,,,
PHCR000019,A & N Islands,North and Middle Andaman,Rangat,PHC Baratang,12.62802,92.82399,False,,,
PHCR000020,A & N Islands,North and Middle Andaman,Rangat,PHC Kadamtala,12.68803,92.8118,False,,,
PHCR000021,A & N Islands,North and Middle Andaman,Mayabunder,PHC Tugapur,13.02954,92.84843,False,,,
PHCR000022,A & N Islands,North and Middle Andaman,Diglipur,PHC Kalighat,13.30683,92.94111,False,,,
PHCR000023,A & N Islands,North and Middle Andaman,Diglipur,PHC Radha Nagar,13.30683,92.94111,False,,,
PHCR000024,A & N Islands,North and Middle Andaman,Diglipur,PHC Kishori Nagar,13.30686,92.94114,False,,,
PHCR000025,Andhra Pradesh,Chittoor,Kuppam,Mallanur,12.662023,78.402736,False,,,
PHCR000026,Andhra Pradesh,Chittoor,Puttur,Sri Ranga Raja Puram,12.7024,78.47318,False,,,
PHCR000027,Andhra Pradesh,Chittoor,Puttur,Arimakula Palli,12.70248,78.47326,False,,,
PHCR000028,Andhra Pradesh,Chittoor,Bangarupalem,Thumbakuppam,12.70287,78.37381,False,,,
PHCR000029,Andhra Pradesh,Chittoor,Kuppam,Kangondi,12.71099,78.34146,False,,,
PHCR000030,Andhra Pradesh,Chittoor,Kuppam,Gudupalle,12.747031,78.333016,False,,,
PHCR000031,Andhra Pradesh,Chittoor,Kuppam,PP Unit Kuppam,12.747031,78.333016,False,,,
PHCR000032,Andhra Pradesh,Chittoor,Kuppam,Santhipuram,12.88217,78.3714,False,,,
PHCR000033,Andhra Pradesh,Chittoor,Kuppam,Rallabaduguru,12.88218,78.3714,False,,,
PHCR000034,Andhra Pradesh,Chittoor,Venkatagiri Kota,Ramakuppam,12.89038,78.54819,False,,,
PHCR000035,Andhra Pradesh,Chittoor,Venkatagiri Kota,Veernamala,12.89039,78.5482,False,,,
PHCR000036,Andhra Pradesh,Chittoor,Venkatagiri Kota,Venkatagiri Kota,13.001168,78.479457,False,,,
PHCR000037,Andhra Pradesh,Chittoor,Venkatagiri Kota,Theertham,13.02888,78.63018,False,,,
PHCR000038,Andhra Pradesh,Chittoor,Venkatagiri Kota,Baireddy Palli,13.02889,78.63019,False,,,
PHCR000039,Andhra Pradesh,Chittoor,Chittoor,Gudipala,13.06406,79.18753,False,,,
PHCR000040,Andhra Pradesh,Chittoor,Chittoor,Bommasamudram,13.06409,79.18756,False,,,
PHCR000041,Andhra Pradesh,Chittoor,Palamaner,Pathikonda,13.10968,78.68208,False,,,
PHCR000042,Andhra Pradesh,Chittoor,Madanapalli,Chinna Thippa Samudram,13.11929,78.76311,False,,,
PHCR000043,Andhra Pradesh,Chittoor,Bangarupalem,Madireddypalli,13.15786,79.00966,False,,,
PHCR000044,Andhra Pradesh,Chittoor,Srikalahasti,Buchi Naidu Kandriga,13.15791,79.00971,False,,,
PHCR000045,Andhra Pradesh,Chittoor,Bangarupalem,Yadamari,13.15792,79.00972,False,,,
PHCR000046,Andhra Pradesh,Chittoor,Palamaner,UFWC PALAMANER,13.19908,78.746944,False,,,
PHCR000047,Andhra Pradesh,Chittoor,Chittoor,Kajoor UHC,13.201461,79.08357,False,,,
PHCR000048,Andhra Pradesh,Chittoor,Chittoor,Thugundram,13.20557,79.25628,False,,,
PHCR000049,Andhra Pradesh,Chittoor,Srikalahasti,K V B Puram,13.210251,79.118689,False,,,
PHCR000050,Andhra Pradesh,Chittoor,Chittoor,Palasamudram,13.21572,79.3763,False,,,
PHCR000051,Andhra Pradesh,Chittoor,P  Kothakota,Thalapulanenivaripalli,13.217176,79.100329,False,,,
PHCR000052,Andhra Pradesh,Chittoor,Palamaner,Kolamasana Palli,13.217176,79.100329,False,,,
PHCR000053,Andhra Pradesh,Chittoor,Piler,Thalapula,13.217176,79.100329,False,,,
PHCR000054,Andhra Pradesh,Chittoor,Punganur,Mudibapanapalli,13.217176,79.100329,False,,,
PHCR000055,Andhra Pradesh,Chittoor,Sadum,Yellankivaripalli,13.217176,79.100329,False,,,
PHCR000056,Andhra Pradesh,Chittoor,Tirupathi,SAVE UHC,13.217176,79.100329,False,,,
PHCR000057,Andhra Pradesh,Chittoor,Tirupathi,Yerramitta UHC,13.217176,79.100329,False,,,
PHCR000058,Andhra Pradesh,Chittoor,Tirupathi,RASS UHC,13.217176,79.100329,False,,,
PHCR000059,Andhra Pradesh,Chittoor,Tirupathi,MASS UHC,13.217176,79.100329,False,,,
PHCR000060,Andhra Pradesh,Chittoor,Srikalahasti,Gajendra Nagar UHC,13.217176,79.100329,False,,,
PHCR000061,Andhra Pradesh,Chittoor,Srikalahasti,Bhaskarpet UHC,13.217176,79.100329,False,,,
PHCR000062,Andhra Pradesh,Chittoor,Chittoor,PP UNIT CHITTOOR,13.217176,79.100329,False,,,
PHCR000063,Andhra Pradesh,Chittoor,Srikalahasti,UFWC SRIKALAHASTI,13.217176,79.100329,False,,,
PHCR000064,Andhra Pradesh,Chittoor,Puttur,UFWC PUTTUR,13.217176,79.100329,False,,,
PHCR000065,Andhra Pradesh,Chittoor,Tirupathi,PP UNIT TIRUPATHI,13.217176,79.100329,False,,,
PHCR000066,Andhra Pradesh,Chittoor,Palamaner,Gangavaram,13.217416,78.745754,False,,,
PHCR000067,Andhra Pradesh,Chittoor,Chittoor,Gangadhara Nellore,13.23026,79.20106,False,,,
PHCR000068,Andhra Pradesh,Chittoor,Bangarupalem,Thavanampalli,13.26491,79.02586,False,,,
PHCR000069,Andhra Pradesh,Chittoor,Kuppam,Paipalam,13.26496,79.02591,False,,,
PHCR000070,Andhra Pradesh,Chittoor,Puttur,Gollapalli Puttur,13.30272,78.90262,False,,,
PHCR000071,Andhra Pradesh,Chittoor,Palamaner,Peddapanjani,13.307086,78.68659,False,,,
PHCR000072,Andhra Pradesh,Chittoor,Tirupathi,Vadamalapeta,13.30993,79.06579,False,,,
PHCR000073,Andhra Pradesh,Chittoor,Nagiri,Vijayapuram,13.32794,79.68124,False,,,
PHCR000074,Andhra Pradesh,Chittoor,Venkatagiri Kota,Vijalapuram,13.32794,79.68124,False,,,
PHCR000075,Andhra Pradesh,Chittoor,Palamaner,Rayalpeta,13.33737,78.77292,False,,,
PHCR000076,Andhra Pradesh,Chittoor,P  Kothakota,Puthalapattu,13.3531,79.1265,False,,,
PHCR000077,Andhra Pradesh,Chittoor,Nagiri,Nindra,13.3814,79.6974,False,,,
PHCR000078,Andhra Pradesh,Chittoor,P  Kothakota,Penumuru,13.38451,79.21406,False,,,
PHCR000079,Andhra Pradesh,Chittoor,P  Kothakota,Irala,13.387766,78.968418,False,,,
PHCR000080,Andhra Pradesh,Chittoor,Nagiri,Pichaturu,13.399135,79.74139,False,,,
PHCR000081,Andhra Pradesh,Chittoor,Chittoor,Chavatapalli UHC,13.399814,79.101749,False,,,
PHCR000082,Andhra Pradesh,Chittoor,Satyavedu,Nagalapuram,13.42549,79.80779,False,,,
PHCR000083,Andhra Pradesh,Chittoor,Madanapalli,Ramarao Colony UHC,13.433364,79.553498,False,,,
PHCR000084,Andhra Pradesh,Chittoor,Satyavedu,Chinnapanduru,13.437331,78.691635,False,,,
PHCR000085,Andhra Pradesh,Chittoor,Puttur,Pachikapalam,13.43838,79.551914,False,,,
PHCR000086,Andhra Pradesh,Chittoor,Nagiri,Narayanavanam,13.44431,79.59361,False,,,
PHCR000087,Andhra Pradesh,Chittoor,Puttur,Karvetinagaram,13.44439,79.44769,False,,,
PHCR000088,Andhra Pradesh,Chittoor,Chandragiri,Damalcheruvu,13.45384,79.05839,False,,,
PHCR000089,Andhra Pradesh,Chittoor,Sadum,Peddaupparapalli,13.45691,78.70796,False,,,
PHCR000090,Andhra Pradesh,Chittoor,Sadum,Somala,13.45697,78.708,False,,,
PHCR000091,Andhra Pradesh,Chittoor,Satyavedu,Dasukuppam,13.45697,79.92487,False,,,
PHCR000092,Andhra Pradesh,Chittoor,Chandragiri,Pakala,13.46635,79.13625,False,,,
PHCR000093,Andhra Pradesh,Chittoor,Punganur,Chembakur,13.46641,78.44508,False,,,
PHCR000094,Andhra Pradesh,Chittoor,Punganur,Ramasamudram,13.46645,78.44512,False,,,
PHCR000095,Andhra Pradesh,Chittoor,Madanapalli,Bommanacheruvu,13.497225,78.473241,False,,,
PHCR000096,Andhra Pradesh,Chittoor,Chandragiri,Kammapalli,13.544525,79.442385,False,,,
PHCR000097,Andhra Pradesh,Chittoor,Chandragiri,Kuppambaduru,13.54824,79.44444,False,,,
PHCR000098,Andhra Pradesh,Chittoor,Punganur,Chowde Palli,13.550011,78.499989,False,,,
PHCR000099,Andhra Pradesh,Chittoor,Sadum,Kanduru,13.554925,78.773831,False,,,
PHCR000100,Andhra Pradesh,Nellore,Sullurpeta,Tada,13.57195,80.14374,False,,,
PHCR000101,Andhra Pradesh,Chittoor,Piler,Garnimitta,13.57967,79.32437,False,,,
PHCR000102,Andhra Pradesh,Chittoor,Sadum,Pulicherla,13.57973,79.12328,False,,,
PHCR000103,Andhra Pradesh,Chittoor,Sadum,Kaluru,13.5923,79.55795,False,,,
PHCR000104,Andhra Pradesh,Chittoor,Vayalpadu,Nimmanapalle,13.5923,78.67559,False,,,
PHCR000105,Andhra Pradesh,Chittoor,Chittoor,Nara Singarayani Peta,13.60482,79.29187,False,,,
PHCR000106,Andhra Pradesh,Chittoor,Satyavedu,Varadaiahpalem,13.61111,79.95779,False,,,
PHCR000107,Andhra Pradesh,Chittoor,Chandragiri,Naravaripalli,13.618796,79.266257,False,,,
PHCR000108,Andhra Pradesh,Chittoor,Urban Health Facilities,IMA UHC Tirupathi,13.628756,79.419179,False,,,
PHCR000109,Andhra Pradesh,Chittoor,Vayalpadu,Chinthaparthy,13.63323,78.71128,False,,,
PHCR000110,Andhra Pradesh,Chittoor,Chinnagottigallu,Yerravaripalem,13.63631,79.14911,False,,,
PHCR000111,Andhra Pradesh,Chittoor,Chinnagottigallu,Nerabailu,13.63637,79.14917,False,,,
PHCR000112,Andhra Pradesh,Chittoor,Piler,Regallu,13.64891,78.80211,False,,,
PHCR000113,Andhra Pradesh,Chittoor,Chittoor,Satyanarayanapuram UHC,13.650844,79.430302,False,,,
PHCR000114,Andhra Pradesh,Chittoor,Tirupathi,Mangalam,13.6514898,79.4619426,False,,,
PHCR000115,Andhra Pradesh,Chittoor,Chinnagottigallu,Bakarapet,13.653672,79.158047,False,,,
PHCR000116,Andhra Pradesh,Chittoor,Madanapalli,Kurabalakota,13.65839,78.50369,False,,,
PHCR000117,Andhra Pradesh,Chittoor,Thambalapalli,Kosuvaripalli,13.6584,78.5037,False,,,
PHCR000118,Andhra Pradesh,Chittoor,Sadum,Rompicherla,13.67099,79.01624,False,,,
PHCR000119,Andhra Pradesh,Chittoor,Tirupathi,Yerpedu,13.70561,79.60656,False,,,
PHCR000120,Andhra Pradesh,Chittoor,Kalikiri,Medikurthi,13.70878,78.78236,False,,,
PHCR000121,Andhra Pradesh,Chittoor,Thambalapalli,Pedda Thippa Samudram,13.71326,78.14673,False,,,
PHCR000122,Andhra Pradesh,Chittoor,Thambalapalli,Kandukur,13.71332,78.14679,False,,,
PHCR000123,Andhra Pradesh,Chittoor,Tirupathi,Renigunta,13.71669,79.40547,False,,,
PHCR000124,Andhra Pradesh,Anantapur, C.K.Palli,N.S.Gate,13.731006,77.496725,False,,,
PHCR000125,Andhra Pradesh,Anantapur,Hindupur,Chowluru,13.73336,77.50054,False,,,
PHCR000126,Andhra Pradesh,Chittoor,Vayalpadu,Tharigonda,13.73713,78.60743,False,,,
PHCR000127,Andhra Pradesh,Chittoor,Srikalahasti,Kovanur,13.75276,79.77526,False,,,
PHCR000128,Andhra Pradesh,Chittoor,Srikalahasti,Thottambedu,13.75598,79.68773,False,,,
PHCR000129,Andhra Pradesh,Chittoor,Vayalpadu,Gurramkonda,13.75598,78.55878,False,,,
PHCR000130,Andhra Pradesh,Chittoor,Thambalapalli,Peddamandyam,13.756,78.5588,False,,,
PHCR000131,Andhra Pradesh,Chittoor,Kalikiri,Mahal,13.77794,78.79234,False,,,
PHCR000132,Andhra Pradesh,Chittoor,Kalikiri,Errakotapalli,13.77799,78.79239,False,,,
PHCR000133,Andhra Pradesh,Chittoor,Madanapalli,B. Kothakota,13.77823,79.06481,False,,,
PHCR000134,Andhra Pradesh,Nellore,Sullurpeta,Thogaramudi,13.78518,80.11147,False,,,
PHCR000135,Andhra Pradesh,Nellore,Naidupeta,Doravarisatram,13.7852,80.11149,False,,,
PHCR000136,Andhra Pradesh,Anantapur,Madakasira,Agali,13.787,77.03708,False,,,
PHCR000137,Andhra Pradesh,Nellore,Venkatagiri,Balayapalli,13.78857,79.92186,False,,,
PHCR000138,Andhra Pradesh,Nellore,Venkatagiri,Bangarupeta,13.78857,79.92186,False,,,
PHCR000139,Andhra Pradesh,Anantapur,Hindupur,Lepakshi,13.78918,77.58581,False,,,
PHCR000140,Andhra Pradesh,Chittoor,Thambalapalli,Molakalacheruvu,13.79822,78.263277,False,,,
PHCR000141,Andhra Pradesh,Chittoor,Chinnagottigallu,Yellamanda,13.7984734,79.04367109,False,,,
PHCR000142,Andhra Pradesh,Anantapur,Hindupur,Chilamathur,13.80671,77.70327,False,,,
PHCR000143,Andhra Pradesh,Anantapur,Urban Health Facilities,PP Unit Hindupur,13.818538,77.498875,False,,,
PHCR000144,Andhra Pradesh,Anantapur,Madakasira,Neelakantapuram,13.83562,77.55316,False,,,
PHCR000145,Andhra Pradesh,Chittoor,Srikalahasti,Empedu,13.8405,79.59684,False,,,
PHCR000146,Andhra Pradesh,Chittoor,Tirupathi,Papanaidupeta,13.84794,79.50229,False,,,
PHCR000147,Andhra Pradesh,Anantapur,Madakasira,Rolla,13.85329,77.07907,False,,,
PHCR000148,Andhra Pradesh,Chittoor,Kalikiri,Kalakada,13.85562,78.82476,False,,,
PHCR000149,Andhra Pradesh,Anantapur,Kalyandurg,Muddinayanipalli,13.869304,77.976585,False,,,
PHCR000150,Andhra Pradesh,Anantapur, Tanakal,Kokkanti,13.87161,78.17296,False,,,
PHCR000151,Andhra Pradesh,Anantapur,Madakasira,Kallumarri,13.874269,77.366896,False,,,
PHCR000152,Andhra Pradesh,Nellore,Venkatagiri,G.K.Palli,13.904159,79.586055,False,,,
PHCR000153,Andhra Pradesh,Cuddapah,Rayachoty,Devapatla,13.922,78.79601,False,,,
PHCR000154,Andhra Pradesh,Cuddapah,Rayachoty,Sambepalli,13.92202,78.79603,False,,,
PHCR000155,Andhra Pradesh,Anantapur,Hindupur,Parigi,13.92885,77.46737,False,,,
PHCR000156,Andhra Pradesh,Nellore,Vakadu,Chittamur,13.92996,80.04421,False,,,
PHCR000157,Andhra Pradesh,Nellore,Vakadu,Eswarawaka,13.92996,80.04421,False,,,
PHCR000158,Andhra Pradesh,Nellore,Vakadu,Gunupatipalem,13.934525,79.965631,False,,,
PHCR000159,Andhra Pradesh,Nellore,Gudur,Athivaram,13.94256,79.80616,False,,,
PHCR000160,Andhra Pradesh,Cuddapah,Rayachoty,T.Sakibanda,13.9478,78.65373,False,,,
PHCR000161,Andhra Pradesh,Cuddapah,Rayachoty,Chinnamandem,13.94787,78.6538,False,,,
PHCR000162,Andhra Pradesh,Cuddapah,Rly. Kodur,PHC Rly Kodur,13.952397,79.35013,False,,,
PHCR000163,Andhra Pradesh,Nellore,Urban Health Facilities,Venkatagiri UFWC,13.9667,79.5833,False,,,
PHCR000164,Andhra Pradesh,Anantapur,Madakasira,Gudibanda,13.97291,77.09321,False,,,
PHCR000165,Andhra Pradesh,Cuddapah,Rly. Kodur,Y.Kota,13.98081,79.40287,False,,,
PHCR000166,Andhra Pradesh,Nellore,Vakadu,Nidigurthy,13.98348,80.11593,False,,,
PHCR000167,Andhra Pradesh,Anantapur,Penukonda,Somandepalli,13.99491,77.57271,False,,,
PHCR000168,Andhra Pradesh,Nellore,Vinjamur,Kondapuram,13.99923,80.00833,False,,,
PHCR000169,Andhra Pradesh,Anantapur,Penukonda,Gorantla,14.00756,77.77181,False,,,
PHCR000170,Andhra Pradesh,Anantapur,Madakasira,Hemavathi,14.01071,76.98041,False,,,
PHCR000171,Andhra Pradesh,Cuddapah,L.R.Palli,Galiveedu,14.01247,78.54137,False,,,
PHCR000172,Andhra Pradesh,Cuddapah,L.R.Palli,Nooliveedu,14.01248,78.54138,False,,,
PHCR000173,Andhra Pradesh,Anantapur, Tanakal,Nallacheruvu,14.01704,78.16659,False,,,
PHCR000174,Andhra Pradesh,Nellore,Vakadu,Chinthota,14.030015,80.073423,False,,,
PHCR000175,Andhra Pradesh,Cuddapah,Rayachoty,Yandapalli,14.045086,78.688138,False,,,
PHCR000176,Andhra Pradesh,Cuddapah,Rayachoty,Rayavaram,14.04697,79.00477,False,,,
PHCR000177,Andhra Pradesh,Anantapur,Kadiri,N.P.Kunta,14.055762,78.411949,False,,,
PHCR000178,Andhra Pradesh,Cuddapah,Rayachoty,PPU Rayachoty,14.058546,78.751886,False,,,
PHCR000179,Andhra Pradesh,Cuddapah,Mydukur,G.V.Sathtam,14.061646,78.91468,False,,,
PHCR000180,Andhra Pradesh,Anantapur,Penukonda,Roddam,14.07634,77.4054,False,,,
PHCR000181,Andhra Pradesh,Anantapur,Urban Health Facilities,Penukonda UFWC,14.084431,77.597323,False,,,
PHCR000182,Andhra Pradesh,Anantapur,Urban Health Facilities,Boyapeta UPHC,14.08596,77.599981,False,,,
PHCR000183,Andhra Pradesh,Nellore,Kota,Vallipedu,14.091332,80.015763,False,,,
PHCR000184,Andhra Pradesh,Nellore,Kota,Chittedu,14.0999,79.917,False,,,
PHCR000185,Andhra Pradesh,Cuddapah,Rly. Kodur,Pullampeta,14.10362,79.18092,False,,,
PHCR000186,Andhra Pradesh,Nellore,Gudur,Chillakur,14.10621,79.85831,False,,,
PHCR000187,Andhra Pradesh,Nellore,Kota,Chintavaram,14.10622,79.85832,False,,,
PHCR000188,Andhra Pradesh,Nellore,Kota,Varagali,14.10622,79.85832,False,,,
PHCR000189,Andhra Pradesh,Anantapur,Urban Health Facilities,Kadiri UFWC,14.113027,78.160559,False,,,
PHCR000190,Andhra Pradesh,Anantapur,Madakasira,Kadirepalli,14.124039,78.177488,False,,,
PHCR000191,Andhra Pradesh,Nellore,Rapur,Sydapuram,14.13142,79.67252,False,,,
PHCR000192,Andhra Pradesh,Nellore,Urban Health Facilities,Malayanagar UPHC,14.14042,79.836316,False,,,
PHCR000193,Andhra Pradesh,Nellore,Urban Health Facilities,Kranthinagar UPHC,14.14042,79.836316,False,,,
PHCR000194,Andhra Pradesh,Anantapur, Nallamada,Pamudurthy,14.141684,77.983144,False,,,
PHCR000195,Andhra Pradesh,Nellore,Rapur,Vepinapi,14.14402,79.47985,False,,,
PHCR000196,Andhra Pradesh,Anantapur,Madakasira,Amarapuram,14.14575,76.9445,False,,,
PHCR000197,Andhra Pradesh,Nellore,Urban Health Facilities,Gudur UFWC,14.146319,79.850389,False,,,
PHCR000198,Andhra Pradesh,Nellore,Gudur,Ozili,14.1534,79.8681,False,,,
PHCR000199,Andhra Pradesh,Nellore,Gudur,Pedapariya,14.15344,79.86814,False,,,
PHCR000200,Andhra Pradesh,Anantapur,Penukonda,Kothacheruvu,14.15554,77.73919,False,,,
PHCR000201,Andhra Pradesh,Anantapur, Nallamada,Bukkapatnam,14.15867,77.84362,False,,,
PHCR000202,Andhra Pradesh,Nellore,Naidupeta,Thummuru,14.16916,79.85181,False,,,
PHCR000203,Andhra Pradesh,Nellore,Sullurpeta,Pernadu,14.17231,79.86486,False,,,
PHCR000204,Andhra Pradesh,Cuddapah,Rayachoty,T.Sundupally,14.17281,79.16781,False,,,
PHCR000205,Andhra Pradesh,Cuddapah,L.R.Palli,Devalampalli,14.18583,78.698517,False,,,
PHCR000206,Andhra Pradesh,Anantapur,Penukonda,Guttur,14.186363,77.6255,False,,,
PHCR000207,Andhra Pradesh,Cuddapah,Rayachoty,Veerabally,14.19179,78.88409,False,,,
PHCR000208,Andhra Pradesh,Cuddapah,Rajampeta,PPU Rajampeta,14.196678,79.156632,False,,,
PHCR000209,Andhra Pradesh,Cuddapah,Rly. Kodur,Chitvel,14.2043,79.34641,False,,,
PHCR000210,Andhra Pradesh,Cuddapah,Vempalli,Chakrayapeta,14.21691,79.21681,False,,,
PHCR000211,Andhra Pradesh,Cuddapah,Vempalli,Surabhi,14.21691,79.21681,False,,,
PHCR000212,Andhra Pradesh,Cuddapah,Rajampeta,Akepadu,14.22316,79.12545,False,,,
PHCR000213,Andhra Pradesh,Cuddapah,Rly. Kodur,Mukkavaripalli,14.22316,79.16781,False,,,
PHCR000214,Andhra Pradesh,Cuddapah,Rly. Kodur,Obulavaripally,14.22316,79.16781,False,,,
PHCR000215,Andhra Pradesh,Anantapur,Kadiri,Talupula,14.26174,78.24162,False,,,
PHCR000216,Andhra Pradesh,Anantapur,Konakondla,Nagasamudram,14.26884,77.59593,False,,,
PHCR000217,Andhra Pradesh,Cuddapah,Rajampeta,Nandaluru,14.28616,79.12546,False,,,
PHCR000218,Andhra Pradesh,Anantapur,Kadiri,Patnam,14.28627,78.1274,False,,,
PHCR000219,Andhra Pradesh,Anantapur,Kalyandurg,Kundurpi,14.28883,77.01766,False,,,
PHCR000220,Andhra Pradesh,Nellore,Gudur,Manubolu,14.29196,79.87466,False,,,
PHCR000221,Andhra Pradesh,Nellore,Venkatachalam,Muthukur,14.29196,80.10389,False,,,
PHCR000222,Andhra Pradesh,Nellore,Rapur,Griddalur,14.29506,79.73116,False,,,
PHCR000223,Andhra Pradesh,Nellore,Allur,Ramatheertham,14.30215,79.67345,False,,,
PHCR000224,Andhra Pradesh,Nellore,Venkatachalam,Kasumur,14.30219,79.67349,False,,,
PHCR000225,Andhra Pradesh,Nellore,Venkatagiri,Dakkili,14.30219,79.67349,False,,,
PHCR000226,Andhra Pradesh,Nellore,Allur,Vidavalur,14.30222,79.67352,False,,,
PHCR000227,Andhra Pradesh,Anantapur, C.K.Palli,Peruru C K Palli,14.31892,77.36719,False,,,
PHCR000228,Andhra Pradesh,Cuddapah,Vempalli,Vemula,14.37907,78.3295,False,,,
PHCR000229,Andhra Pradesh,Anantapur, Nallamada,Puttaparthi,14.38214,77.73919,False,,,
PHCR000230,Andhra Pradesh,Cuddapah,Vempalli,Tallapalli,14.38598,78.42088,False,,,
PHCR000231,Andhra Pradesh,Nellore,Indukurpeta,Varigonda,14.38638,80.12075,False,,,
PHCR000232,Andhra Pradesh,Anantapur,Kalyandurg,Kambadur,14.39789,77.20411,False,,,
PHCR000233,Andhra Pradesh,Nellore,Urban Health Facilities,Padarupalli UPHC,14.3993,79.962635,False,,,
PHCR000234,Andhra Pradesh,Cuddapah,Chennur,Nandimandalam,14.39941,78.52196,False,,,
PHCR000235,Andhra Pradesh,Cuddapah,L.R.Palli,Ramapuram,14.39947,78.61987,False,,,
PHCR000236,Andhra Pradesh,Cuddapah,Chennur,Pendlimarri,14.39949,78.61989,False,,,
PHCR000237,Andhra Pradesh,Cuddapah,Sidhout,Vontimitta,14.41209,79.03744,False,,,
PHCR000238,Andhra Pradesh,East Godavari,Yeleswaram,Rachapalli,14.41358,77.79788,False,,,
PHCR000239,Andhra Pradesh,Anantapur,Urban Health Facilities,Dharmavaram UFWC,14.413745,77.712619,False,,,
PHCR000240,Andhra Pradesh,Anantapur,Urban Health Facilities,MCH Centre Dharmavaram,14.413745,77.712619,False,,,
PHCR000241,Andhra Pradesh,Nellore,Buchi,Jonnawada,14.41467,79.97897,False,,,
PHCR000242,Andhra Pradesh,Nellore,Vakadu,Balireddypalem,14.4147,79.979,False,,,
PHCR000243,Andhra Pradesh,Anantapur, Dharmavaram,Darsinamala,14.41671,77.70001,False,,,
PHCR000244,Andhra Pradesh,Anantapur, C.K.Palli,Ramagiri,14.41672,77.70002,False,,,
PHCR000245,Andhra Pradesh,Nellore,Urban Health Facilities,Vengalraonagar UPHC,14.417214,79.944453,False,,,
PHCR000246,Andhra Pradesh,Cuddapah,Pulivendula,K.V.G.Palli,14.422232,78.226339,False,,,
PHCR000247,Andhra Pradesh,Anantapur,Urban Health Facilities,Kothapeta UPHC,14.424939,77.712643,False,,,
PHCR000248,Andhra Pradesh,Nellore,Gudur,V.V.Palem,14.431103,80.000387,False,,,
PHCR000249,Andhra Pradesh,Nellore,Indukurpeta,Kodur,14.43984,79.96914,False,,,
PHCR000250,Andhra Pradesh,Nellore,Podalakur,Kullur,14.43985,79.39205,False,,,
PHCR000251,Andhra Pradesh,Nellore,Indukurpeta,Allipuram,14.43986,79.96916,False,,,
PHCR000252,Andhra Pradesh,Nellore,Podalakur,Kaluvoya,14.43986,79.39206,False,,,
PHCR000253,Andhra Pradesh,Cuddapah,Sidhout,Madhavaram,14.44038,79.20633,False,,,
PHCR000254,Andhra Pradesh,Nellore,Urban Health Facilities,Uco Nagar UPHC,14.442599,79.986456,False,,,
PHCR000255,Andhra Pradesh,Nellore,Sullurpeta,Sulurpet  UFWC,14.442599,79.986456,False,,,
PHCR000256,Andhra Pradesh,Nellore,Urban Health Facilities,Vykuntapuram UPHC,14.442599,79.986456,False,,,
PHCR000257,Andhra Pradesh,Nellore,Urban Health Facilities,PPU Nellore,14.442599,79.986456,False,,,
PHCR000258,Andhra Pradesh,Nellore,Urban Health Facilities,ICDS Nellore,14.442599,79.986456,False,,,
PHCR000259,Andhra Pradesh,Anantapur,Kalyandurg,Settur,14.443491,76.976373,False,,,
PHCR000260,Andhra Pradesh,Nellore,Urban Health Facilities,Kotamitta UPHC,14.456515,79.974414,False,,,
PHCR000261,Andhra Pradesh,Anantapur, Dharmavaram,Kanaganepalli,14.4577,77.49455,False,,,
PHCR000262,Andhra Pradesh,Nellore,Podalakur,South Mopur,14.45879,79.99529,False,,,
PHCR000263,Andhra Pradesh,Nellore,Indukurpeta,Jagadevipeta,14.46503,80.10943,False,,,
